fp16_bits,fp16_value,ref_bf16_bits,ref_bf16_value,mpfr_bf16_bits,mpfr_bf16_value,ref_gelu_f64,mpfr_gelu_f64
0xC972,-10.890625,0x8000,-0.0,0x940A,-6.967219514911976e-27,-0.0,-6.956955665701827e-27
0xC973,-10.8984375,0x8000,-0.0,0x93FD,-6.3866178886693116e-27,-0.0,-6.389397990973535e-27
0xC974,-10.90625,0x8000,-0.0,0x93E8,-5.856503360360792e-27,-0.0,-5.8677841299329905e-27
0xC975,-10.9140625,0x8000,-0.0,0x93D5,-5.3768759299864165e-27,-0.0,-5.388424446218879e-27
0xC976,-10.921875,0x8000,-0.0,0x93C4,-4.947735597546186e-27,-0.0,-4.947923195496772e-27
0xC977,-10.9296875,0x8000,-0.0,0x93B4,-4.543838814073028e-27,-0.0,-4.543155311855726e-27
0xC978,-10.9375,0x8000,-0.0,0x93A5,-4.165185579566942e-27,-0.0,-4.1712450119989954e-27
0xC979,-10.9453125,0x8000,-0.0,0x9398,-3.8370194429950014e-27,-0.0,-3.829546076142643e-27
0xC97A,-10.953125,0x8000,-0.0,0x938B,-3.5088533064230605e-27,-0.0,-3.515623675386265e-27
0xC97B,-10.9609375,0x8000,-0.0,0x9380,-3.2311742677852644e-27,-0.0,-3.2272376253437635e-27
0xC97C,-10.96875,0x8000,-0.0,0x936B,-2.9661170036310044e-27,-0.0,-2.9623269550816886e-27
0xC97D,-10.9765625,0x8000,-0.0,0x9357,-2.7136815139602806e-27,-0.0,-2.7189956889655894e-27
0xC97E,-10.984375,0x8000,-0.0,0x9346,-2.4991113477401654e-27,-0.0,-2.495499746914677e-27
0xC97F,-10.9921875,0x8000,-0.0,0x9335,-2.2845411815200502e-27,-0.0,-2.29023487586115e-27
0xC980,-11.0,0x8000,-0.0,0x9327,-2.1078363387505435e-27,-0.0,-2.1017255319485433e-27
0xC981,-11.0078125,0x8000,-0.0,0x9319,-1.931131495981037e-27,-0.0,-1.92861463922569e-27
0xC982,-11.015625,0x8000,-0.0,0x930C,-1.7670484276950664e-27,-0.0,-1.7696541563384162e-27
0xC983,-11.0234375,0x8000,-0.0,0x9301,-1.6282089083761684e-27,-0.0,-1.623696388026123e-27
0xC984,-11.03125,0x8000,-0.0,0x92EC,-1.4893693890572703e-27,-0.0,-1.4896859831283765e-27
0xC985,-11.0390625,0x8000,-0.0,0x92D9,-1.3694625314636765e-27,-0.0,-1.3666525653284585e-27
0xC986,-11.046875,0x8000,-0.0,0x92C7,-1.2558665611118508e-27,-0.0,-1.2537039470351669e-27
0xC987,-11.0546875,0x8000,-0.0,0x92B6,-1.1485814780017932e-27,-0.0,-1.1500198806573962e-27
0xC988,-11.0625,0x8000,-0.0,0x92A7,-1.0539181693752718e-27,-0.0,-1.0548463050826984e-27
0xC989,-11.0703125,0x8000,-0.0,0x9299,-9.655657479905184e-28,-0.0,-9.674900484536805e-28
0xC98A,-11.078125,0x8000,-0.0,0x928D,-8.898351010893013e-28,-0.0,-8.873139513656818e-28
0xC98B,-11.0859375,0x8000,-0.0,0x9281,-8.141044541880842e-28,-0.0,-8.137323774049993e-28
0xC98C,-11.09375,0x8000,-0.0,0x926C,-7.446846945286351e-28,-0.0,-7.462070805268752e-28
0xC98D,-11.1015625,0x8000,-0.0,0x9259,-6.8473126573183825e-28,-0.0,-6.842434011530171e-28
0xC98E,-11.109375,0x8000,-0.0,0x9247,-6.279332805559254e-28,-0.0,-6.273867650648809e-28
0xC98F,-11.1171875,0x8000,-0.0,0x9236,-5.742907390008966e-28,-0.0,-5.752194611953863e-28
0xC990,-11.125,0x8000,-0.0,0x9227,-5.269590846876359e-28,-0.0,-5.273576762912153e-28
0xC991,-11.1328125,0x8000,-0.0,0x9219,-4.827828739952592e-28,-0.0,-4.834487661423851e-28
0xC992,-11.140625,0x8000,-0.0,0x920C,-4.417621069237666e-28,-0.0,-4.431687446665503e-28
0xC993,-11.1484375,0x8000,-0.0,0x9201,-4.070522270940421e-28,-0.0,-4.06219973602722e-28
0xC994,-11.15625,0x8000,-0.0,0x91EC,-3.7234234726431757e-28,-0.0,-3.723290369223275e-28
0xC995,-11.1640625,0x8000,-0.0,0x91D8,-3.407879110554771e-28,-0.0,-3.4124478531353155e-28
0xC996,-11.171875,0x8000,-0.0,0x91C6,-3.1238891846752067e-28,-0.0,-3.127365372456074e-28
0xC997,-11.1796875,0x8000,-0.0,0x91B6,-2.871453695004483e-28,-0.0,-2.8659242418138315e-28
0xC998,-11.1875,0x8000,-0.0,0x91A6,-2.619018205333759e-28,-0.0,-2.626178684843004e-28
0xC999,-11.1953125,0x8000,-0.0,0x9199,-2.413914369976296e-28,-0.0,-2.406341834688056e-28
0xC99A,-11.203125,0x8000,-0.0,0x918C,-2.208810534618833e-28,-0.0,-2.2047728587454397e-28
0xC99B,-11.2109375,0x8000,-0.0,0x9180,-2.0194839173657902e-28,-0.0,-2.019965118115925e-28
0xC99C,-11.21875,0x8000,-0.0,0x916B,-1.8538231272693777e-28,-0.0,-1.8505352793078226e-28
0xC99D,-11.2265625,0x8000,-0.0,0x9157,-1.6960509462251754e-28,-0.0,-1.6952133022466468e-28
0xC99E,-11.234375,0x8000,-0.0,0x9145,-1.5540559832853933e-28,-0.0,-1.552833234651622e-28
0xC99F,-11.2421875,0x8000,-0.0,0x9134,-1.4199496293978212e-28,-0.0,-1.4223247483736719e-28
0xC9A0,-11.25,0x8000,-0.0,0x9125,-1.3016204936146695e-28,-0.0,-1.3027053583897219e-28
0xC9A1,-11.2578125,0x8000,-0.0,0x9117,-1.1911799668837278e-28,-0.0,-1.193073269847988e-28
0xC9A2,-11.265625,0x8000,-0.0,0x910B,-1.0965166582572064e-28,-0.0,-1.0926008028896015e-28
0xC9A3,-11.2734375,0x8000,-0.0,0x90FE,-1.001853349630685e-28,-0.0,-1.0005283489621318e-28
0xC9A4,-11.28125,0x8000,-0.0,0x90E8,-9.150786500563737e-29,-0.0,-9.161588160168577e-29
0xC9A5,-11.2890625,0x8000,-0.0,0x90D5,-8.401368640603776e-29,-0.0,-8.388525233684801e-29
0xC9A6,-11.296875,0x8000,-0.0,0x90C3,-7.691393825904865e-29,-0.0,-7.680225101159357e-29
0xC9A7,-11.3046875,0x8000,-0.0,0x90B2,-7.020862056467005e-29,-0.0,-7.031302238969178e-29
0xC9A8,-11.3125,0x8000,-0.0,0x90A3,-6.429216377551246e-29,-0.0,-6.436815593958526e-29
0xC9A9,-11.3203125,0x8000,-0.0,0x9095,-5.877013743896538e-29,-0.0,-5.892232184631585e-29
0xC9AA,-11.328125,0x8000,-0.0,0x9089,-5.403697200763931e-29,-0.0,-5.393393659489979e-29
0xC9AB,-11.3359375,0x8000,-0.0,0x907A,-4.930380657631324e-29,-0.0,-4.936485574225079e-29
0xC9AC,-11.34375,0x8000,-0.0,0x9065,-4.5162286823902926e-29,-0.0,-4.5180091685159083e-29
0xC9AD,-11.3515625,0x8000,-0.0,0x9052,-4.141519752410312e-29,-0.0,-4.134755440716025e-29
0xC9AE,-11.359375,0x8000,-0.0,0x9040,-3.7865323450608567e-29,-0.0,-3.7837813348553376e-29
0xC9AF,-11.3671875,0x8000,-0.0,0x9030,-3.470987982972452e-29,-0.0,-3.46238786924469e-29
0xC9B0,-11.375,0x8000,-0.0,0x9021,-3.1751651435145725e-29,-0.0,-3.168100049652841e-29
0xC9B1,-11.3828125,0x8000,-0.0,0x9013,-2.8990638266872184e-29,-0.0,-2.898648422620158e-29
0xC9B2,-11.390625,0x8000,-0.0,0x9006,-2.6426840324903895e-29,-0.0,-2.651952136066449e-29
0xC9B3,-11.3984375,0x8000,-0.0,0x8FF6,-2.4257472835546113e-29,-0.0,-2.426103385020916e-29
0xC9B4,-11.40625,0x8000,-0.0,0x8FE1,-2.2186712959340957e-29,-0.0,-2.2193531301229133e-29
0xC9B5,-11.4140625,0x8000,-0.0,0x8FCE,-2.0313168309441054e-29,-0.0,-2.0300979855802032e-29
0xC9B6,-11.421875,0x8000,-0.0,0x8FBC,-1.8538231272693777e-29,-0.0,-1.8568681815885011e-29
0xC9B7,-11.4296875,0x8000,-0.0,0x8FAC,-1.6960509462251754e-29,-0.0,-1.6983165138693198e-29
0xC9B8,-11.4375,0x8000,-0.0,0x8F9E,-1.5580002878114983e-29,-0.0,-1.5532082000249754e-29
0xC9B9,-11.4453125,0x8000,-0.0,0x8F90,-1.4199496293978212e-29,-0.0,-1.420411568888531e-29
0xC9BA,-11.453125,0x8000,-0.0,0x8F84,-1.3016204936146695e-29,-0.0,-1.2988895150070266e-29
0xC9BB,-11.4609375,0x8000,-0.0,0x8F71,-1.188221738489149e-29,-0.0,-1.1876916558796994e-29
0xC9BC,-11.46875,0x8000,-0.0,0x8F5C,-1.0846837446788912e-29,-0.0,-1.0859471346168986e-29
0xC9BD,-11.4765625,0x8000,-0.0,0x8F49,-9.910065121838961e-30,-0.0,-9.928580153249581e-30
0xC9BE,-11.484375,0x8000,-0.0,0x8F38,-9.071900410041636e-30,-0.0,-9.076932227895469e-30
0xC9BF,-11.4921875,0x8000,-0.0,0x8F28,-8.283039504820624e-30,-0.0,-8.297829819545948e-30
0xC9C0,-11.5,0x8000,-0.0,0x8F1A,-7.592786212752239e-30,-0.0,-7.585137163030726e-30
0xC9C1,-11.5078125,0x8000,-0.0,0x8F0D,-6.951836727260167e-30,-0.0,-6.933233675648145e-30
0xC9C2,-11.515625,0x8000,-0.0,0x8F01,-6.360191048344408e-30,-0.0,-6.336971022283627e-30
0xC9C3,-11.5234375,0x8000,-0.0,0x8EEB,-5.7931972727168054e-30,-0.0,-5.7916337313979275e-30
0xC9C4,-11.53125,0x8000,-0.0,0x8ED7,-5.300159206953673e-30,-0.0,-5.292903070512821e-30
0xC9C5,-11.5390625,0x8000,-0.0,0x8EC4,-4.831773044478697e-30,-0.0,-4.836823913538848e-30
0xC9C6,-11.546875,0x8000,-0.0,0x8EB3,-4.412690688580035e-30,-0.0,-4.4197743540922164e-30
0xC9C7,-11.5546875,0x8000,-0.0,0x8EA4,-4.0429121392576855e-30,-0.0,-4.038437838989014e-30
0xC9C8,-11.5625,0x8000,-0.0,0x8E96,-3.697785493223493e-30,-0.0,-3.6897776145257834e-30
0xC9C9,-11.5703125,0x8000,-0.0,0x8E89,-3.377310750477457e-30,-0.0,-3.371013295085965e-30
0xC9CA,-11.578125,0x8000,-0.0,0x8E7A,-3.0814879110195774e-30,-0.0,-3.07959937917143e-30
0xC9CB,-11.5859375,0x8000,-0.0,0x8E64,-2.8103169748498546e-30,-0.0,-2.8132055522572513e-30
0xC9CC,-11.59375,0x8000,-0.0,0x8E50,-2.5637979419682884e-30,-0.0,-2.569698629007342e-30
0xC9CD,-11.6015625,0x8000,-0.0,0x8E3E,-2.3419308123748788e-30,-0.0,-2.3471259994618655e-30
0xC9CE,-11.609375,0x8000,-0.0,0x8E2E,-2.144715586069626e-30,-0.0,-2.1437004549001222e-30
0xC9CF,-11.6171875,0x8000,-0.0,0x8E1F,-1.9598263114084512e-30,-0.0,-1.9577862792739933e-30
0xC9D0,-11.625,0x8000,-0.0,0x8E11,-1.787262988391355e-30,-0.0,-1.7878865014695115e-30
0xC9D1,-11.6328125,0x8000,-0.0,0x8E04,-1.627025617018337e-30,-0.0,-1.6326312122546654e-30
0xC9D2,-11.640625,0x8000,-0.0,0x8DF2,-1.4914401489334754e-30,-0.0,-1.4907668576715857e-30
0xC9D3,-11.6484375,0x8000,-0.0,0x8DDD,-1.3620176566706532e-30,-0.0,-1.3611464278873826e-30
0xC9D4,-11.65625,0x8000,-0.0,0x8DCA,-1.2449211160519093e-30,-0.0,-1.2427204671821737e-30
0xC9D5,-11.6640625,0x8000,-0.0,0x8DB8,-1.1339875512552045e-30,-0.0,-1.1345288368731254e-30
0xC9D6,-11.671875,0x8000,-0.0,0x8DA8,-1.035379938102578e-30,-0.0,-1.0356931685936578e-30
0xC9D7,-11.6796875,0x8000,-0.0,0x8D99,-9.429353007719907e-31,-0.0,-9.454099505078573e-31
0xC9D8,-11.6875,0x8000,-0.0,0x8D8C,-8.628166150854817e-31,-0.0,-8.629441937788208e-31
0xC9D9,-11.6953125,0x8000,-0.0,0x8D80,-7.888609052210118e-31,-0.0,-7.876236309604121e-31
0xC9DA,-11.703125,0x8000,-0.0,0x8D69,-7.179866832675615e-31,-0.0,-7.18833401976201e-31
0xC9DB,-11.7109375,0x8000,-0.0,0x8D55,-6.5635692504717e-31,-0.0,-6.560111870161903e-31
0xC9DC,-11.71875,0x8000,-0.0,0x8D42,-5.97808654737798e-31,-0.0,-5.9864274904789335e-31
0xC9DD,-11.7265625,0x8000,-0.0,0x8D31,-5.454233602504652e-31,-0.0,-5.462578517279331e-31
0xC9DE,-11.734375,0x8000,-0.0,0x8D22,-4.992010415851715e-31,-0.0,-4.984265213360661e-31
0xC9DF,-11.7421875,0x8000,-0.0,0x8D14,-4.5606021083089745e-31,-0.0,-4.547556239561034e-31
0xC9E0,-11.75,0x8000,-0.0,0x8D07,-4.1600086798764294e-31,-0.0,-4.1488573151660424e-31
0xC9E1,-11.7578125,0x8000,-0.0,0x8CF6,-3.79023013055408e-31,-0.0,-3.784882524959512e-31
0xC9E2,-11.765625,0x8000,-0.0,0x8CE0,-3.4512664603419266e-31,-0.0,-3.4526280510753438e-31
0xC9E3,-11.7734375,0x8000,-0.0,0x8CCC,-3.143117669239969e-31,-0.0,-3.1493481262603767e-31
0xC9E4,-11.78125,0x8000,-0.0,0x8CBA,-2.865783757248207e-31,-0.0,-2.872533022088103e-31
0xC9E5,-11.7890625,0x8000,-0.0,0x8CAA,-2.6192647243666408e-31,-0.0,-2.619888901194719e-31
0xC9E6,-11.796875,0x8000,-0.0,0x8C9B,-2.3881531310401725e-31,-0.0,-2.3893193768570805e-31
0xC9E7,-11.8046875,0x8000,-0.0,0x8C8D,-2.172448977268802e-31,-0.0,-2.1789086363017804e-31
0xC9E8,-11.8125,0x8000,-0.0,0x8C81,-1.9875597026076274e-31,-0.0,-1.986905996122523e-31
0xC9E9,-11.8203125,0x8000,-0.0,0x8C6B,-1.8103741477240017e-31,-0.0,-1.8117117691780123e-31
0xC9EA,-11.828125,0x8000,-0.0,0x8C56,-1.6485960323954739e-31,-0.0,-1.6518643324262802e-31
0xC9EB,-11.8359375,0x8000,-0.0,0x8C43,-1.502225356622044e-31,-0.0,-1.50602829439872e-31
0xC9EC,-11.84375,0x8000,-0.0,0x8C32,-1.371262120403712e-31,-0.0,-1.3729836694968337e-31
0xC9ED,-11.8515625,0x8000,-0.0,0x8C22,-1.2480026039629288e-31,-0.0,-1.2516159740700928e-31
0xC9EE,-11.859375,0x8000,-0.0,0x8C14,-1.1401505270772436e-31,-0.0,-1.1409071663623824e-31
0xC9EF,-11.8671875,0x8000,-0.0,0x8C07,-1.0400021699691074e-31,-0.0,-1.0399273589505349e-31
0xC9F0,-11.875,0x8000,-0.0,0x8BF6,-9.4755753263852e-32,-0.0,-9.478272382904202e-32
0xC9F1,-11.8828125,0x8000,-0.0,0x8BE0,-8.628166150854817e-32,-0.0,-8.638311314788666e-32
0xC9F2,-11.890625,0x8000,-0.0,0x8BCC,-7.857794173099922e-32,-0.0,-7.872306653745971e-32
0xC9F3,-11.8984375,0x8000,-0.0,0x8BBA,-7.164459393120517e-32,-0.0,-7.173789678362461e-32
0xC9F4,-11.90625,0x8000,-0.0,0x8BAA,-6.548161810916602e-32,-0.0,-6.536853650651496e-32
0xC9F5,-11.9140625,0x8000,-0.0,0x8B9B,-5.970382827600431e-32,-0.0,-5.956105329168623e-32
0xC9F6,-11.921875,0x8000,-0.0,0x8B8D,-5.431122443172005e-32,-0.0,-5.426620635975709e-32
0xC9F7,-11.9296875,0x8000,-0.0,0x8B80,-4.930380657631324e-32,-0.0,-4.94390412416587e-32
0xC9F8,-11.9375,0x8000,-0.0,0x8B6A,-4.506676069866132e-32,-0.0,-4.503851922486164e-32
0xC9F9,-11.9453125,0x8000,-0.0,0x8B55,-4.1022307815448124e-32,-0.0,-4.1027178609213216e-32
0xC9FA,-11.953125,0x8000,-0.0,0x8B42,-3.7363040921112376e-32,-0.0,-3.73708250613703e-32
0xC9FB,-11.9609375,0x8000,-0.0,0x8B31,-3.4088960015654075e-32,-0.0,-3.403824858616086e-32
0xC9FC,-11.96875,0x8000,-0.0,0x8B21,-3.1007472104634497e-32,-0.0,-3.1000964843299515e-32
0xC9FD,-11.9765625,0x8000,-0.0,0x8B13,-2.8311170182492367e-32,-0.0,-2.8232978730322263e-32
0xC9FE,-11.984375,0x8000,-0.0,0x8B05,-2.5614868260350237e-32,-0.0,-2.571056832886586e-32
0xC9FF,-11.9921875,0x8000,-0.0,0x8AF3,-2.3400048824304916e-32,-0.0,-2.341208747284673e-32
0xCA00,-12.0,0x8000,-0.0,0x8ADD,-2.1281525885478956e-32,-0.0,-2.1317785344932147e-32
0xCA01,-12.0078125,0x8000,-0.0,0x8ACA,-1.9451892438311082e-32,-0.0,-1.9409641643077498e-32
0xCA02,-12.015625,0x8000,-0.0,0x8AB8,-1.771855548836257e-32,-0.0,-1.7671215982869572e-32
0xCA03,-12.0234375,0x8000,-0.0,0x8AA7,-1.608151503563342e-32,-0.0,-1.6087510314922213e-32
0xCA04,-12.03125,0x8000,-0.0,0x8A98,-1.4637067577342992e-32,-0.0,-1.4644843240492873e-32
0xCA05,-12.0390625,0x8000,-0.0,0x8A8A,-1.3288916616271927e-32,-0.0,-1.3330735203629792e-32
0xCA06,-12.046875,0x8000,-0.0,0x8A7C,-1.2133358649639586e-32,-0.0,-1.2133803625256108e-32
0xCA07,-12.0546875,0x8000,-0.0,0x8A65,-1.1025948931616925e-32,-0.0,-1.1043667124324004e-32
0xCA08,-12.0625,0x8000,-0.0,0x8A51,-1.0062983959423307e-32,-0.0,-1.005085804414801e-32
0xCA09,-12.0703125,0x8000,-0.0,0x8A3E,-9.14816723583937e-33,-0.0,-9.146742568819048e-33
0xCA0A,-12.078125,0x8000,-0.0,0x8A2D,-8.329647009474795e-33,-0.0,-8.32344777572969e-33
0xCA0B,-12.0859375,0x8000,-0.0,0x8A1D,-7.559275031719901e-33,-0.0,-7.573795026183035e-33
0xCA0C,-12.09375,0x8000,-0.0,0x8A0F,-6.885199551184368e-33,-0.0,-6.891239147249343e-33
0xCA0D,-12.1015625,0x8000,-0.0,0x8A02,-6.259272319258517e-33,-0.0,-6.26981290487649e-33
0xCA0E,-12.109375,0x8000,-0.0,0x89ED,-5.705567460247186e-33,-0.0,-5.704076311119138e-33
0xCA0F,-12.1171875,0x8000,-0.0,0x89D8,-5.200010849845537e-33,-0.0,-5.1890703475635214e-33
0xCA10,-12.125,0x8000,-0.0,0x89C4,-4.718528363748728e-33,-0.0,-4.7202747228977605e-33
0xCA11,-12.1328125,0x8000,-0.0,0x89B2,-4.2851941262616e-33,-0.0,-4.29356931539399e-33
0xCA12,-12.140625,0x8000,-0.0,0x89A2,-3.9000081373841526e-33,-0.0,-3.905198981086669e-33
0xCA13,-12.1484375,0x8000,-0.0,0x8994,-3.562970397116386e-33,-0.0,-3.551741435888153e-33
0xCA14,-12.15625,0x8000,-0.0,0x8986,-3.22593265684862e-33,-0.0,-3.230077944994851e-33
0xCA15,-12.1640625,0x8000,-0.0,0x8974,-2.9370431651905347e-33,-0.0,-2.9373665759037568e-33
0xCA16,-12.171875,0x8000,-0.0,0x895E,-2.6722277978372897e-33,-0.0,-2.6710177923618203e-33
0xCA17,-12.1796875,0x8000,-0.0,0x894A,-2.4314865547888853e-33,-0.0,-2.42867218577619e-33
0xCA18,-12.1875,0x8000,-0.0,0x8937,-2.202782373892901e-33,-0.0,-2.208180158174438e-33
0xCA19,-12.1953125,0x8000,-0.0,0x8927,-2.0101893794541774e-33,-0.0,-2.0075833868602443e-33
0xCA1A,-12.203125,0x8000,-0.0,0x8918,-1.829633447167874e-33,-0.0,-1.8250979155896377e-33
0xCA1B,-12.2109375,0x8000,-0.0,0x890A,-1.661114577033991e-33,-0.0,-1.6590987305129648e-33
0xCA1C,-12.21875,0x8000,-0.0,0x88FB,-1.5106513001287381e-33,-0.0,-1.5081056913955227e-33
0xCA1D,-12.2265625,0x8000,-0.0,0x88E4,-1.3722250853759055e-33,-0.0,-1.3707706998435168e-33
0xCA1E,-12.234375,0x8000,-0.0,0x88CF,-1.2458359327754932e-33,-0.0,-1.2458659965115276e-33
0xCA1F,-12.2421875,0x8000,-0.0,0x88BC,-1.131483842327501e-33,-0.0,-1.1322734886353402e-33
0xCA20,-12.25,0x8000,-0.0,0x88AB,-1.0291688140319292e-33,-0.0,-1.0289750177950936e-33
0xCA21,-12.2578125,0x8000,-0.0,0x889B,-9.328723168125674e-34,-0.0,-9.35043485637194e-34
0xCA22,-12.265625,0x8000,-0.0,0x888D,-8.486128817456258e-34,-0.0,-8.496347624323955e-34
0xCA23,-12.2734375,0x8000,-0.0,0x8880,-7.703719777548943e-34,-0.0,-7.71980309879615e-34
0xCA24,-12.28125,0x8000,-0.0,0x8869,-7.0115887037847805e-34,-0.0,-7.013804555332424e-34
0xCA25,-12.2890625,0x8000,-0.0,0x8854,-6.379642940782719e-34,-0.0,-6.3719826168427265e-34
0xCA26,-12.296875,0x8000,-0.0,0x8840,-5.7777898331617076e-34,-0.0,-5.788539365067495e-34
0xCA27,-12.3046875,0x8000,-0.0,0x882F,-5.266214691683848e-34,-0.0,-5.258197398312281e-34
0xCA28,-12.3125,0x8000,-0.0,0x881F,-4.784732205587039e-34,-0.0,-4.776153400632509e-34
0xCA29,-12.3203125,0x8000,-0.0,0x8810,-4.333342374871281e-34,-0.0,-4.338035825610475e-34
0xCA2A,-12.328125,0x8000,-0.0,0x8803,-3.942137854917623e-34,-0.0,-3.9398663325378415e-34
0xCA2B,-12.3359375,0x8000,-0.0,0x87EE,-3.5810259903450167e-34,-0.0,-3.578024644480202e-34
0xCA2C,-12.34375,0x8000,-0.0,0x87D8,-3.2500067811534605e-34,-0.0,-3.249216526614991e-34
0xCA2D,-12.3515625,0x8000,-0.0,0x87C4,-2.949080227342955e-34,-0.0,-2.950444609636787e-34
0xCA2E,-12.359375,0x8000,-0.0,0x87B2,-2.6782463289135e-34,-0.0,-2.6789818071317534e-34
0xCA2F,-12.3671875,0x8000,-0.0,0x87A2,-2.4375050858650954e-34,-0.0,-2.4323470978335435e-34
0xCA30,-12.375,0x8000,-0.0,0x8793,-2.211810170507216e-34,-0.0,-2.208283463767586e-34
0xCA31,-12.3828125,0x8000,-0.0,0x8785,-2.0011615828398623e-34,-0.0,-2.004737793634949e-34
0xCA32,-12.390625,0x8000,-0.0,0x8772,-1.8206056505535589e-34,-0.0,-1.8198425775322199e-34
0xCA33,-12.3984375,0x8000,-0.0,0x875C,-1.6550960459577808e-34,-0.0,-1.65189923438851e-34
0xCA34,-12.40625,0x8000,-0.0,0x8747,-1.4971096052072654e-34,-0.0,-1.4993629274512546e-34
0xCA35,-12.4140625,0x8000,-0.0,0x8735,-1.3616926559925378e-34,-0.0,-1.360828735884549e-34
0xCA36,-12.421875,0x8000,-0.0,0x8724,-1.233798870623073e-34,-0.0,-1.2350190621630355e-34
0xCA37,-12.4296875,0x8000,-0.0,0x8715,-1.1209514129441334e-34,-0.0,-1.1207721655473923e-34
0xCA38,-12.4375,0x8000,-0.0,0x8707,-1.0156271191104564e-34,-0.0,-1.017031721602531e-34
0xCA39,-12.4453125,0x8000,-0.0,0x86F5,-9.215875710446734e-35,-0.0,-9.2283731654733e-35
0xCA3A,-12.453125,0x8000,-0.0,0x86DF,-8.388327687467844e-35,-0.0,-8.373157932788192e-35
0xCA3B,-12.4609375,0x8000,-0.0,0x86CA,-7.598395483715266e-35,-0.0,-7.596733732614716e-35
0xCA3C,-12.46875,0x8000,-0.0,0x86B7,-6.883694918415316e-35,-0.0,-6.891884851752203e-35
0xCA3D,-12.4765625,0x8000,-0.0,0x86A6,-6.244225991567991e-35,-0.0,-6.252052373301301e-35
0xCA3E,-12.484375,0x8000,-0.0,0x8697,-5.679988703173293e-35,-0.0,-5.671274764326908e-35
0xCA3F,-12.4921875,0x8000,-0.0,0x8689,-5.153367234004908e-35,-0.0,-5.14413380375321e-35
0xCA40,-12.5,0x8000,-0.0,0x8678,-4.664361584062837e-35,-0.0,-4.665705373597142e-35
0xCA41,-12.5078125,0x8000,-0.0,0x8661,-4.231779662960235e-35,-0.0,-4.2315146789522056e-35
0xCA42,-12.515625,0x8000,-0.0,0x864C,-3.8368135610839464e-35,-0.0,-3.837495500712741e-35
0xCA43,-12.5234375,0x8000,-0.0,0x8639,-3.479463278433971e-35,-0.0,-3.4799531202053835e-35
0xCA44,-12.53125,0x8000,-0.0,0x8628,-3.159728815010309e-35,-0.0,-3.1555305869675885e-35
0xCA45,-12.5390625,0x8000,-0.0,0x8618,-2.858802261199803e-35,-0.0,-2.8611780301545583e-35
0xCA46,-12.546875,0x8000,-0.0,0x860A,-2.595491526615611e-35,-0.0,-2.5941247407140127e-35
0xCA47,-12.5546875,0x8000,-0.0,0x85FA,-2.350988701644575e-35,-0.0,-2.3518537757696078e-35
0xCA48,-12.5625,0x8000,-0.0,0x85E3,-2.134697741093274e-35,-0.0,-2.1320788588054175e-35
0xCA49,-12.5703125,0x8000,-0.0,0x85CE,-1.9372146901551298e-35,-0.0,-1.932723369434529e-35
0xCA4A,-12.578125,0x8000,-0.0,0x85BA,-1.7491355940235638e-35,-0.0,-1.7519012349369492e-35
0xCA4B,-12.5859375,0x8000,-0.0,0x85A9,-1.5892683623117327e-35,-0.0,-1.587899552522968e-35
0xCA4C,-12.59375,0x8000,-0.0,0x8599,-1.43880508540648e-35,-0.0,-1.4391627865614963e-35
0xCA4D,-12.6015625,0x8000,-0.0,0x858B,-1.3071497181143837e-35,-0.0,-1.3042783989397427e-35
0xCA4E,-12.609375,0x8000,-0.0,0x857B,-1.1801963282255767e-35,-0.0,-1.181963783410485e-35
0xCA4F,-12.6171875,0x8000,-0.0,0x8564,-1.0720508479499262e-35,-0.0,-1.0710543863452646e-35
0xCA50,-12.625,0x8000,-0.0,0x854E,-9.686073450775649e-36,-0.0,-9.704929068456096e-36
0xCA51,-12.6328125,0x8000,-0.0,0x853B,-8.79269774415071e-36,-0.0,-8.793194787607501e-36
0xCA52,-12.640625,0x8000,-0.0,0x8529,-7.946341811558664e-36,-0.0,-7.966627459020406e-36
0xCA53,-12.6484375,0x8000,-0.0,0x8519,-7.1940254270324e-36,-0.0,-7.217317497070807e-36
0xCA54,-12.65625,0x8000,-0.0,0x850B,-6.535748590571919e-36,-0.0,-6.53808555859245e-36
0xCA55,-12.6640625,0x8000,-0.0,0x84FC,-5.924491528144329e-36,-0.0,-5.922415529739004e-36
0xCA56,-12.671875,0x8000,-0.0,0x84E4,-5.360254239749631e-36,-0.0,-5.364393624783604e-36
0xCA57,-12.6796875,0x8000,-0.0,0x84CF,-4.86654661240427e-36,-0.0,-4.8586530429089834e-36
0xCA58,-12.6875,0x8000,-0.0,0x84BB,-4.396348872075355e-36,-0.0,-4.4003236789263405e-36
0xCA59,-12.6953125,0x8000,-0.0,0x84AA,-3.9966807927957775e-36,-0.0,-3.984986429282973e-36
0xCA5A,-12.703125,0x8000,-0.0,0x8499,-3.5970127135162e-36,-0.0,-3.608631676074368e-36
0xCA5B,-12.7109375,0x8000,-0.0,0x848B,-3.267874295285959e-36,-0.0,-3.267621569427307e-36
0xCA5C,-12.71875,0x8000,-0.0,0x847C,-2.9622457640721645e-36,-0.0,-2.958655762896376e-36
0xCA5D,-12.7265625,0x8000,-0.0,0x8464,-2.6801271198748155e-36,-0.0,-2.6787402877175726e-36
0xCA5E,-12.734375,0x8000,-0.0,0x844E,-2.4215183626939123e-36,-0.0,-2.4251592801634157e-36
